Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,How many hour do you spent daily on your skill development?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,performance,Status of your English language proficiency_Basic,Status of your English language proficiency_Intermediate,What is your relationship status?_Married,What is your relationship status?_Relationship,What is your relationship status?_Single
1,21,2018,8,1,1,2,2,0,0,1,3,90,0,0,1,2,1,1,0,3.64,0,100,18000,0,False,True,False,False,True
1,25,2016,13,1,1,2,2,1,1,1,3,90,1,1,1,2,0,0,0,2.4,0,86,50000,2,False,True,False,False,True
0,20,2020,2,0,0,2,1,0,1,0,3,90,0,0,0,2,1,1,1,2.67,0,12,25000,1,True,False,False,False,True
0,22,2018,2,1,0,4,2,0,1,1,3,80,1,0,1,3,0,0,1,2.86,0,15,50000,1,True,False,True,False,False
1,20,2020,3,1,0,1,1,1,1,1,2,80,0,0,0,1,1,1,1,2.63,0,27,25000,2,False,True,False,False,True
0,21,2018,8,0,1,3,2,1,1,1,1,96,0,0,1,2,0,0,1,3.48,0,87,20000,2,False,True,False,False,True
1,19,2020,2,1,1,1,1,0,1,1,4,99,0,0,0,1,0,0,0,3.75,0,12,30000,1,False,True,False,False,True
1,21,2019,8,1,1,2,1,0,1,1,1,95,0,0,1,2,1,0,0,3.94,0,90,30000,0,False,True,False,False,True
0,21,2019,1,1,1,2,1,0,1,0,5,100,0,0,1,1,0,0,0,0.0,0,0,40000,1,False,True,False,False,True
0,20,2020,1,1,0,2,1,0,1,1,2,99,0,0,1,2,0,0,0,4.0,0,13,62488,1,True,False,False,False,True
0,21,2018,8,1,0,2,2,0,1,1,2,80,0,0,1,1,0,0,1,3.5,0,87,90000,2,False,True,False,False,False
1,19,2020,2,1,0,3,1,1,1,1,2,85,0,0,0,1,0,0,0,1.91,0,6,300000,0,True,False,False,False,True
1,20,2021,2,1,1,2,2,0,1,1,1,90,0,0,0,1,0,0,0,3.85,0,11,30000,1,True,False,False,False,True
1,22,2019,8,0,1,1,1,0,1,1,2,95,0,0,1,2,1,1,0,1.97,0,85,40000,2,True,False,False,False,True
1,20,2020,2,1,1,2,1,0,1,1,2,98,0,0,1,3,0,0,0,3.51,0,11,40000,1,False,True,False,False,True
1,21,2019,2,0,0,3,2,0,1,1,2,95,0,0,1,2,0,1,0,3.85,0,11,20000,1,True,False,False,False,True
0,20,2020,2,1,1,3,3,0,1,1,5,90,0,0,1,2,0,0,0,4.0,0,11,50000,1,True,False,False,False,True
1,19,2020,2,0,0,4,2,0,1,1,1,90,0,0,1,1,0,1,0,3.21,0,11,40000,1,True,False,False,False,True
0,22,2019,8,1,0,3,2,0,1,1,2,95,0,0,1,2,1,0,0,3.15,0,84,50000,2,False,True,False,False,True
1,21,2020,2,1,0,4,3,0,1,1,1,80,1,1,1,1,1,1,1,3.1,0,14,20000,1,True,False,False,True,False
1,23,2016,10,1,0,1,1,0,1,1,2,90,0,0,1,3,0,1,0,3.22,0,95,13500,2,False,True,False,False,True
0,22,2019,3,1,1,3,2,0,1,1,4,70,0,0,0,2,0,0,0,3.52,0,23,25000,2,False,True,False,False,True
0,20,2020,3,1,0,2,2,0,1,1,2,85,0,0,1,1,0,0,0,3.24,0,23,80000,2,False,True,False,False,True
1,23,2017,11,0,1,10,3,0,1,1,2,90,0,0,0,4,1,1,1,3.94,1,126,25000,2,False,True,False,False,True
0,22,2018,8,0,0,4,1,1,1,1,7,80,0,0,0,1,1,0,0,2.5,0,90,70000,2,False,True,False,False,True
0,21,2018,8,0,1,3,1,0,1,1,3,88,0,0,0,5,0,1,1,2.65,0,70,35000,2,True,False,False,False,True
1,20,2020,2,1,1,1,4,1,1,0,6,80,0,0,0,1,0,0,0,2.91,0,11,25000,1,False,True,False,False,True
1,26,2014,22,0,1,5,4,0,1,1,1,100,1,1,1,1,0,1,0,3.22,0,103,25000,0,False,True,False,False,True
1,21,2019,7,1,1,1,1,0,1,1,1,100,0,0,0,1,1,0,0,3.67,0,75,62488,0,True,False,False,False,True
0,21,2019,2,1,0,1,2,0,1,1,2,99,0,0,0,2,0,1,0,4.0,0,12,30000,1,False,True,False,False,True
1,21,2020,2,1,1,3,1,0,1,1,5,95,0,0,1,1,1,0,0,3.92,0,12,35000,1,True,False,False,False,True
1,23,2018,11,0,0,6,2,1,1,1,6,90,0,0,1,5,0,1,0,3.02,0,123,40000,2,False,False,False,False,True
0,21,2019,8,0,1,13,2,1,1,1,1,100,0,0,0,2,0,0,0,3.77,0,88,5000,0,False,False,False,False,True
1,21,2020,4,0,1,2,1,0,1,1,3,96,0,0,1,1,1,0,0,3.89,0,35,90000,0,False,True,False,False,True
0,25,2013,15,0,1,4,3,0,1,1,1,90,1,0,1,2,0,0,0,3.06,0,140,40000,0,False,True,True,False,False
1,21,2019,8,0,1,1,2,1,1,1,4,57,1,0,0,3,1,0,1,3.66,0,77,45000,0,False,True,False,False,True
0,22,2018,8,1,1,3,1,0,1,1,3,100,1,0,1,4,0,1,0,2.15,0,70,25000,2,True,False,False,False,True
1,24,2017,9,1,1,1,1,1,1,1,1,85,0,0,0,2,0,0,0,3.39,0,90,40000,0,False,True,False,False,True
0,22,2018,11,0,0,2,1,0,1,1,2,95,0,0,1,1,0,0,0,3.78,0,125,60000,0,False,True,False,False,True
1,25,2016,16,0,1,6,3,1,1,1,4,90,0,0,1,4,1,0,0,3.51,0,143,100000,1,False,True,False,False,True
1,22,2016,7,0,1,1,1,0,1,1,2,60,0,0,1,1,0,1,1,2.92,0,58,62488,0,False,True,False,False,True
0,21,2019,8,0,1,5,2,0,1,1,3,90,1,0,1,2,1,1,0,2.13,0,87,40000,2,False,False,False,False,False
1,22,2019,7,0,0,2,1,0,1,1,2,80,0,0,0,1,0,1,1,3.4,0,80,35000,0,False,True,False,False,True
0,20,2020,1,1,1,3,2,0,1,1,2,98,0,0,1,1,1,0,0,0.0,0,0,30000,1,False,True,False,False,True
0,21,2019,8,1,1,2,2,0,1,1,1,80,0,0,1,3,1,0,1,3.4,0,87,40000,2,False,True,False,False,True
1,20,2020,4,0,1,1,1,0,1,1,1,100,0,0,1,1,1,0,0,2.59,0,24,40000,2,True,False,False,False,True
0,21,2019,8,1,0,2,1,0,1,1,3,97,0,0,1,1,1,0,0,3.78,0,87,15000,0,False,True,False,False,True
1,20,2020,2,1,1,2,1,1,1,1,10,95,0,0,0,2,0,0,0,1.75,0,11,30000,1,True,False,False,False,True
1,22,2019,7,0,0,0,0,0,1,1,2,98,0,0,0,0,1,1,1,3.4,0,75,50000,2,False,True,False,False,True
0,21,2021,3,1,0,7,2,0,1,1,3,99,1,1,1,1,0,1,0,1.52,0,8,60000,2,True,False,False,False,True
0,22,2018,11,0,1,2,1,0,1,1,4,90,0,0,1,3,1,0,1,3.66,0,123,60000,0,False,False,False,False,True
1,20,2019,8,0,0,1,3,0,1,1,2,90,1,0,0,3,1,1,0,3.5,0,90,25000,0,False,True,False,False,True
0,23,2017,11,0,1,2,1,0,1,1,4,70,0,0,1,2,1,0,0,3.59,0,123,50000,0,False,True,False,False,True
1,20,2019,3,1,0,4,2,0,1,1,3,100,0,0,1,3,0,1,0,3.03,0,23,7000,1,True,False,False,False,True
1,23,2018,8,1,0,2,3,0,1,1,2,90,0,0,1,1,0,1,1,3.94,0,91,20000,0,True,False,False,False,True
1,21,2020,2,1,1,3,2,0,1,1,2,95,0,0,1,3,1,0,0,4.0,0,12,40000,1,False,True,False,False,True
0,22,2019,7,0,1,3,2,0,1,1,4,97,0,0,1,3,0,0,0,3.49,0,80,45000,0,False,True,False,False,True
0,21,2019,8,1,1,1,3,1,1,1,1,90,0,0,1,1,1,0,1,3.0,0,87,30000,2,False,True,False,False,True
1,24,2018,11,0,1,3,2,1,1,1,1,91,0,0,1,6,1,0,0,3.45,0,117,19000,0,False,True,False,False,True
1,20,2019,6,0,0,2,1,0,1,1,4,90,0,0,0,2,0,0,1,3.58,0,72,50000,0,False,True,False,False,True
0,21,2018,11,0,0,4,3,1,1,1,3,80,1,1,1,1,0,0,0,2.96,0,96,100000,0,False,False,True,False,False
0,21,2019,3,1,0,2,1,0,1,1,2,90,0,0,1,1,1,1,0,3.38,0,24,40000,2,False,True,False,False,True
0,20,2020,3,1,0,2,1,0,1,1,3,95,0,0,1,1,1,1,0,3.12,0,24,50000,0,False,True,False,False,True
1,24,2017,13,0,0,3,1,1,1,1,2,98,1,0,1,2,0,1,0,2.86,0,133,30000,2,True,False,True,False,False
0,20,2019,10,0,0,4,2,0,1,1,1,90,0,0,1,1,0,0,0,3.1,0,88,45000,2,True,False,False,False,True
1,23,2020,2,1,1,1,2,0,1,1,1,95,0,0,0,2,0,0,0,3.92,0,11,20000,1,False,True,False,False,True
1,24,2017,14,0,0,3,3,0,1,1,5,95,1,0,0,2,0,0,0,2.76,0,136,25000,0,False,False,False,True,False
0,22,2018,10,1,0,2,1,0,1,1,6,70,0,0,1,1,1,1,1,3.52,0,112,62488,2,False,True,False,False,True
1,23,2017,11,1,0,3,2,0,0,1,1,90,0,0,0,3,1,1,0,4.0,0,123,25000,0,False,True,False,True,False
1,23,2019,8,1,1,3,1,0,1,1,3,90,0,0,0,2,0,0,0,3.84,0,90,62488,0,False,False,False,False,True
0,22,2018,11,0,1,1,1,0,1,1,6,86,0,0,0,2,0,0,0,3.44,0,125,300000,2,False,True,False,False,True
1,21,2018,10,0,1,3,3,1,1,1,2,99,0,0,1,1,0,1,0,3.11,0,105,62488,0,True,False,False,False,True
1,21,2020,2,1,1,4,1,0,1,1,2,100,0,0,1,1,1,1,0,2.98,0,11,30000,1,True,False,False,False,True
1,20,2020,2,1,0,3,2,0,1,1,6,100,0,0,0,3,0,1,0,3.43,0,12,25000,1,True,False,False,False,True
1,21,2020,2,1,0,9,3,0,1,1,3,90,0,0,1,2,1,1,0,3.98,0,28,40000,1,False,False,False,False,True
0,26,2012,9,0,1,2,2,0,1,1,2,90,1,0,1,3,1,0,0,3.08,0,89,50000,2,True,False,True,False,False
0,22,2017,11,0,0,2,2,1,1,1,2,100,0,0,1,5,1,0,1,3.1,0,122,20000,2,False,True,False,False,True
1,19,2020,4,0,1,3,2,0,1,1,1,95,1,0,0,1,0,0,0,2.37,0,31,50000,2,True,False,False,False,True
1,20,2018,1,1,0,4,2,0,1,1,2,85,0,0,0,2,1,1,0,0.0,0,0,30000,1,False,True,False,False,True
1,21,2019,2,1,0,1,2,0,1,1,2,90,0,0,0,1,0,1,0,3.58,0,12,40000,1,True,False,False,False,True
1,22,2019,8,1,1,4,2,0,1,1,3,100,0,1,1,4,1,1,1,3.36,1,87,80000,2,False,False,False,False,True
0,18,2021,1,1,1,3,2,0,1,1,2,95,0,0,1,1,0,0,0,0.0,0,0,150000,1,False,False,False,False,True
0,20,2021,1,1,0,2,2,1,1,1,1,95,0,0,1,2,0,0,0,0.0,0,0,45000,1,False,True,False,False,True
1,19,2021,1,1,1,4,2,0,1,1,2,62,0,0,1,2,1,1,0,0.0,0,0,20000,1,True,False,False,False,True
1,22,2020,5,0,1,3,3,0,1,1,3,90,1,0,1,2,1,1,1,2.9,0,36,60000,0,False,True,False,False,True
1,20,2019,2,0,0,4,2,0,1,1,3,90,0,0,1,1,1,1,0,3.32,0,12,30000,0,False,True,False,False,True
1,22,2019,8,0,0,6,2,0,1,1,2,0,1,0,1,1,0,1,0,3.3,0,90,36000,0,False,True,False,False,True
1,23,2017,10,0,0,4,2,0,1,1,3,95,0,0,0,6,0,1,0,3.92,0,123,30000,0,False,True,False,False,True
0,25,2013,24,0,0,1,1,1,1,1,12,80,1,1,1,4,0,0,1,2.8,1,115,20000,0,False,True,True,False,False
1,21,2020,2,1,0,3,2,1,1,0,3,98,1,0,1,2,1,1,0,3.33,0,12,20000,0,False,True,False,False,True
1,22,2017,8,1,0,3,2,0,1,1,1,87,0,0,0,3,0,1,0,3.54,0,87,30000,0,False,True,False,False,True
1,23,2018,8,1,1,5,6,0,1,1,2,98,0,0,0,2,0,1,0,3.66,0,87,38000,2,False,True,False,False,True
1,24,2018,11,0,0,2,2,0,1,1,2,80,0,0,1,3,1,1,0,3.78,0,124,15000,0,False,True,False,False,True
1,21,2019,8,0,0,5,4,0,1,1,3,99,0,0,1,1,1,0,1,3.82,0,89,15000,0,False,True,False,False,True
0,23,2018,11,1,1,4,1,0,1,1,1,95,0,0,1,4,1,1,1,4.0,0,118,50000,0,False,True,False,False,True
1,19,2020,2,1,0,4,2,0,1,1,1,80,0,0,1,2,1,1,1,3.54,0,11,20000,1,True,False,False,False,True
1,21,2019,2,1,0,4,2,0,1,1,2,95,0,0,1,2,0,1,0,2.55,0,11,20000,1,True,False,False,False,True
1,25,2016,12,1,0,3,2,0,1,1,2,90,0,0,0,2,0,1,1,3.4,1,136,12000,1,False,False,False,False,True
0,22,2017,11,0,0,3,1,1,1,1,5,90,0,0,0,2,0,1,0,3.65,0,126,30000,0,False,True,False,False,True
0,21,2019,8,1,1,3,2,0,1,1,4,94,0,0,0,2,0,0,0,3.62,0,85,30000,1,False,True,False,False,True
1,20,2018,9,0,1,2,2,0,1,1,1,90,0,0,0,1,0,0,0,3.7,0,101,30000,0,True,False,False,False,True
0,21,2019,7,1,1,3,2,1,1,1,2,95,0,0,1,1,1,0,0,3.5,0,89,55000,1,False,True,False,False,True
1,21,2020,2,1,1,5,2,1,1,1,3,100,0,0,1,4,0,0,0,3.48,0,11,50000,1,False,True,False,False,True
1,22,2018,10,0,0,3,2,0,1,0,3,100,0,0,1,2,1,1,0,3.01,0,112,50000,0,False,True,False,True,False
1,25,2016,11,1,1,4,2,0,1,1,3,100,0,0,1,2,1,0,0,3.86,0,129,60000,0,False,True,False,False,True
1,23,2017,10,1,1,4,4,1,1,1,10,98,0,0,1,2,0,0,0,3.38,0,117,15000,2,False,True,False,True,False
0,22,2019,8,1,1,5,1,0,1,1,2,90,0,0,1,1,0,0,0,3.07,0,75,500000,2,False,True,True,False,False
0,23,2017,11,1,1,3,2,0,1,1,5,96,0,0,0,3,0,0,0,3.59,0,119,20000,0,False,True,False,False,True
1,25,2017,11,0,0,2,1,0,1,1,6,90,0,0,1,4,1,1,0,2.59,0,130,50000,2,False,True,False,False,True
1,23,2018,11,0,0,2,3,0,1,1,2,99,1,0,0,0,0,1,0,3.3,0,130,15000,0,False,True,False,False,True
0,22,2018,11,1,1,4,4,0,1,1,10,99,0,0,1,2,1,0,0,3.72,0,127,62488,2,False,True,False,False,True
1,19,2020,1,1,1,3,2,0,1,1,2,100,0,0,1,1,0,0,0,3.9,0,11,40000,1,True,False,False,False,True
1,23,2016,13,0,0,2,2,0,1,1,5,75,1,1,1,1,1,1,0,2.55,0,120,20000,2,True,False,False,False,True
1,20,2020,4,1,0,4,2,0,1,1,2,85,0,0,0,3,0,1,0,3.0,0,36,20000,0,True,False,False,False,True
1,22,2021,4,1,0,4,2,1,1,1,2,80,1,0,1,1,0,1,0,2.0,0,24,25000,2,True,False,False,False,True
0,22,2018,11,1,0,5,2,0,1,1,2,95,0,0,1,4,0,1,1,3.96,0,135,200000,0,False,True,False,False,True
1,20,2020,2,1,1,2,2,0,1,1,1,80,0,0,1,1,0,1,0,3.7,0,10,25000,1,False,True,False,False,True
1,19,2020,1,0,0,5,2,1,1,1,7,90,0,0,0,3,0,0,0,3.3,0,11,35000,1,True,False,False,False,True
1,22,2019,7,0,0,5,2,0,1,1,2,95,0,0,0,2,1,1,1,3.2,0,90,62488,2,False,True,False,False,True
1,21,2020,3,1,1,4,2,0,1,1,3,90,0,0,1,4,0,0,0,3.57,0,23,35000,2,False,True,False,False,True
0,22,2018,11,0,1,3,2,0,1,1,1,100,0,0,1,1,1,0,0,3.37,0,140,40000,0,False,True,False,False,True
1,21,2020,3,1,0,4,2,0,1,1,1,97,1,0,1,2,1,1,0,3.17,0,20,30000,0,False,False,False,False,True
1,19,2020,1,0,0,1,1,0,1,1,1,90,0,0,1,1,0,1,0,3.5,0,11,10000,0,True,False,False,False,True
1,20,2020,1,0,0,4,2,0,1,1,1,90,0,0,1,3,0,1,0,3.78,0,28,25000,1,True,False,False,False,True
1,25,2017,10,1,1,2,2,0,1,1,1,87,0,0,1,3,1,1,1,3.9,0,128,40000,0,False,True,False,False,True
1,21,2020,3,0,1,4,2,0,1,1,4,50,0,0,0,1,0,0,0,2.94,0,23,62488,0,False,True,False,False,True
0,21,2020,5,1,1,3,2,0,1,1,5,80,0,0,0,2,0,0,0,2.89,0,65,20000,0,True,False,False,False,True
0,22,2020,4,0,0,4,2,0,1,1,2,90,0,0,0,1,0,1,0,1.8,0,23,20000,2,False,True,False,False,True
0,22,2019,8,0,0,4,3,1,1,1,3,85,0,0,0,4,0,1,0,2.78,0,78,30000,2,False,True,False,False,True
0,20,2021,6,0,0,1,2,0,1,0,2,100,1,0,1,4,0,0,0,1.45,0,50,30000,2,True,False,False,False,True
0,25,2018,10,0,0,5,3,1,1,1,2,100,0,0,1,2,1,1,0,2.45,0,116,34000,2,False,True,False,True,False
1,23,2019,10,1,0,6,3,0,1,0,4,80,0,0,0,1,1,0,0,1.45,0,116,35000,2,False,False,False,False,True
0,20,2019,6,0,0,3,2,0,1,1,7,100,0,0,0,2,0,0,0,2.0,0,78,35000,2,False,True,False,False,True
1,24,2018,11,1,0,1,2,0,1,1,8,100,0,0,1,2,0,1,0,2.89,0,140,36000,2,False,False,False,False,True
0,20,2019,10,0,0,2,1,0,1,1,8,70,0,0,1,1,0,1,0,2.88,0,116,36000,2,False,True,False,True,False
1,20,2020,7,0,0,3,2,0,1,1,7,60,1,0,1,2,1,1,0,1.87,0,101,37000,2,True,False,False,False,True
1,20,2020,9,0,0,1,1,0,1,0,3,54,1,0,1,3,1,0,0,2.44,0,127,39000,2,False,False,False,False,True
0,22,2019,10,0,0,4,2,0,1,0,2,90,0,0,1,1,0,0,1,2.8,0,126,40000,2,False,True,False,False,True
1,21,2019,7,0,0,6,3,1,1,1,2,100,0,0,1,2,0,0,0,2.11,0,103,40000,2,False,True,False,False,True
1,22,2021,5,0,0,4,1,0,1,1,3,87,0,0,0,2,0,1,0,2.37,0,67,41000,2,False,False,True,False,False
1,23,2019,9,0,0,3,1,0,1,1,3,87,1,0,0,2,0,0,0,2.75,0,116,44000,2,False,True,True,False,False
0,21,2020,9,0,0,3,2,1,1,1,4,100,0,0,1,3,0,1,0,1.98,0,117,44000,2,False,True,False,True,False
0,20,2020,11,0,0,2,1,1,1,1,3,100,0,0,1,2,1,0,0,2.64,0,136,44000,2,False,True,False,False,True
1,22,2018,9,0,0,6,2,1,1,1,11,77,0,0,0,6,1,1,0,1.77,0,133,45000,2,False,True,False,False,True
0,21,2020,5,0,0,4,2,0,1,1,7,95,0,0,0,1,1,0,0,2.19,0,42,45000,2,False,True,False,False,True
1,22,2020,6,1,0,5,5,1,1,1,7,70,1,1,1,3,1,1,0,2.19,0,63,45000,2,False,False,False,True,False
0,20,2020,8,0,0,3,1,1,1,1,9,86,1,0,0,2,0,1,1,1.98,0,119,45000,2,False,True,False,False,True
0,20,2020,9,0,0,4,2,0,1,1,2,78,1,0,0,4,1,0,0,1.83,0,97,45000,2,False,True,False,True,False
0,21,2019,9,0,0,3,1,1,1,1,9,100,0,0,1,2,0,1,0,1.87,0,139,46000,2,False,True,False,True,False
0,25,2019,11,0,0,1,1,1,1,1,3,68,0,0,0,2,0,1,0,2.65,0,136,49000,2,False,True,False,False,True
0,23,2018,11,1,0,6,2,0,1,1,4,90,1,0,1,5,0,0,0,2.19,0,122,50000,2,False,False,False,False,True
1,24,2019,4,1,0,3,2,0,1,1,4,100,0,0,1,1,0,0,0,2.5,0,46,50000,2,False,True,False,False,True
1,25,2019,11,0,0,2,1,0,1,1,3,100,1,0,0,4,0,1,0,2.82,0,136,50000,2,False,True,False,True,False
0,22,2020,8,0,0,2,1,1,1,1,2,50,1,0,0,2,0,1,0,1.34,0,98,50000,2,True,False,False,True,False
0,19,2021,5,0,0,1,1,0,1,1,4,78,0,0,1,2,0,1,0,2.68,0,80,50000,2,True,False,False,False,True
0,22,2017,10,0,0,2,1,1,1,1,1,80,1,0,0,1,1,0,0,1.97,0,79,52000,2,False,True,False,True,False
0,20,2020,9,1,0,5,2,0,1,1,3,100,0,0,0,4,0,0,0,2.76,0,127,52000,2,False,False,False,False,True
0,25,2019,10,0,0,4,2,0,1,1,7,45,0,0,1,2,1,0,0,1.72,0,140,54000,2,False,False,False,False,True
1,21,2020,10,0,0,2,2,0,1,1,2,100,0,0,0,4,1,1,0,2.62,0,136,55000,2,True,False,False,False,True
0,20,2020,7,0,0,2,1,0,1,1,2,87,0,0,0,4,0,1,0,1.51,0,99,55000,2,False,False,False,True,False
0,22,2021,5,0,0,2,3,0,1,0,2,95,1,0,0,2,0,1,0,1.45,0,65,55000,2,False,True,False,False,True
1,21,2021,5,0,0,2,1,0,1,0,4,100,0,0,0,2,0,1,0,2.16,0,66,57000,2,False,True,False,False,True
1,21,2021,6,0,0,2,1,0,1,1,2,100,1,0,0,2,1,0,0,2.56,0,65,58000,2,False,True,True,False,False
1,21,2018,11,1,0,1,1,0,1,1,7,100,0,0,1,3,0,1,0,1.97,0,136,59000,2,False,False,False,False,True
0,23,2019,7,0,0,2,2,0,1,1,3,90,1,0,0,1,1,0,0,2.33,0,32,60000,2,False,True,False,True,False
0,20,2020,11,0,0,2,1,0,1,1,3,100,1,0,0,2,0,1,0,1.6,0,136,60000,2,False,True,False,False,True
1,20,2021,7,0,0,4,3,0,1,1,6,80,0,0,0,3,1,1,0,2.11,0,97,60000,2,False,True,False,True,False
0,20,2021,7,0,0,3,1,1,1,1,7,100,1,1,0,2,1,1,0,1.19,0,103,60000,2,True,False,False,False,True
1,21,2019,9,0,0,4,2,1,1,1,5,100,0,0,1,2,0,1,0,2.65,0,121,61000,2,False,False,False,False,True
1,20,2020,10,0,0,2,2,0,1,1,2,100,1,0,1,1,1,1,0,2.67,0,135,61000,2,False,True,False,True,False
1,24,2019,11,0,0,3,3,1,1,1,3,46,1,0,0,2,0,0,0,2.44,0,144,64000,2,False,True,False,False,True
1,24,2019,11,0,0,3,3,0,1,1,3,75,1,0,1,1,1,1,0,1.65,0,143,65000,2,False,False,False,True,False
1,25,2019,10,0,0,2,2,0,1,1,3,78,0,0,0,2,1,1,0,2.54,0,78,65000,2,False,True,False,False,True
1,20,2020,11,0,0,2,1,1,1,1,2,100,1,0,0,2,1,0,0,2.5,0,136,65000,2,False,False,True,False,False
0,20,2020,6,0,0,4,2,1,1,1,8,100,0,0,0,2,1,0,0,2.07,0,84,66000,2,False,True,False,True,False
0,20,2020,8,0,0,4,2,1,1,1,6,100,0,0,1,1,0,0,0,1.77,0,119,66000,2,False,False,False,False,True
1,20,2020,7,1,0,3,1,0,1,1,5,90,0,0,0,2,0,1,0,2.11,0,102,66000,2,False,True,False,False,True
0,21,2021,5,0,0,2,1,0,1,0,2,46,1,0,1,4,1,1,0,2.33,0,63,66000,2,False,True,False,False,True
0,20,2021,5,0,0,3,1,0,1,1,3,100,1,0,1,4,1,1,0,2.77,0,58,66000,2,True,False,False,True,False
1,21,2018,11,1,0,4,4,0,1,1,2,100,0,0,1,3,0,0,0,2.87,0,136,67000,2,False,False,False,False,True
1,22,2017,10,0,0,3,1,1,1,1,7,100,0,0,0,2,0,1,0,2.19,0,116,68000,2,False,True,False,False,True
1,22,2019,10,0,0,2,1,0,1,1,8,100,0,0,1,2,0,0,0,2.11,0,132,68000,2,False,False,False,False,True
1,25,2019,11,0,0,1,2,0,1,1,2,51,0,0,1,4,1,1,1,2.51,0,136,68000,2,False,True,False,False,True
1,22,2019,9,0,0,3,2,1,1,1,3,100,0,0,0,2,1,1,0,2.22,0,100,68000,2,True,False,False,False,True
0,20,2020,8,0,0,2,2,0,1,1,2,34,1,0,0,3,0,1,0,1.86,0,88,68000,2,False,True,False,False,True
0,22,2021,9,0,0,1,1,0,1,0,8,50,0,0,0,1,1,0,0,1.87,0,100,68000,2,True,False,True,False,False
0,21,2021,8,1,0,5,2,1,1,1,3,87,0,0,1,2,0,1,0,2.88,0,88,68000,2,True,False,False,False,True
0,23,2018,10,0,0,3,3,1,1,1,6,99,1,1,0,1,0,0,0,1.91,0,123,70000,2,False,True,False,False,True
0,20,2020,8,0,0,3,3,1,1,1,2,100,0,0,0,2,0,0,0,1.81,0,101,70000,2,False,True,False,True,False
1,20,2020,6,0,0,2,2,0,1,1,2,56,1,0,1,2,0,0,1,1.72,0,80,70000,2,False,True,False,False,True
0,20,2020,9,0,0,1,1,0,1,1,3,76,0,0,1,2,0,1,0,1.56,0,70,70000,2,False,True,False,True,False
0,24,2021,6,0,0,1,1,0,1,1,4,100,0,0,0,2,1,0,1,2.23,0,98,70000,2,True,False,False,False,True
0,21,2021,6,0,0,2,1,0,1,1,3,100,1,0,1,2,0,1,0,2.67,0,70,70000,2,False,True,False,True,False
0,19,2022,3,0,0,4,3,1,1,1,4,63,0,0,0,2,0,1,1,1.65,0,35,70000,2,False,True,False,True,False
0,20,2020,9,0,0,2,1,1,1,1,6,90,0,0,1,2,0,0,0,2.44,0,23,71000,2,False,False,False,True,False
1,20,2021,6,0,0,4,2,0,1,1,3,68,1,0,0,4,1,0,0,1.56,0,70,74000,2,False,True,True,False,False
0,21,2019,10,0,0,6,2,0,1,1,4,80,0,0,0,4,0,1,1,2.21,0,116,75000,2,False,True,False,True,False
1,20,2020,11,0,0,1,3,0,1,1,3,100,0,0,0,1,0,1,0,2.61,0,136,75000,2,False,True,False,True,False
0,24,2019,10,0,0,3,3,0,1,1,2,100,0,0,1,2,0,1,0,2.41,0,116,76000,2,True,False,False,True,False
0,20,2020,9,0,0,2,3,1,1,1,3,100,1,0,0,2,1,0,0,1.57,0,100,76000,2,False,False,False,False,True
1,20,2020,9,1,0,4,1,0,1,1,2,100,1,0,1,2,1,1,0,2.73,0,100,76000,2,False,False,False,True,False
1,22,2020,9,0,0,2,1,0,1,1,2,100,1,0,1,4,0,0,1,2.87,0,100,76000,2,False,False,True,False,False
1,20,2021,5,0,0,3,2,1,1,1,3,100,0,0,0,3,0,1,0,1.56,0,71,76000,2,False,True,False,False,True
1,25,2018,6,0,0,3,2,1,1,1,8,100,0,0,0,3,0,1,1,2.87,0,143,77000,2,False,False,False,False,True
1,23,2019,8,0,0,3,1,1,1,1,7,89,0,0,0,1,0,1,0,1.79,0,104,77000,2,False,False,False,False,True
1,21,2019,10,1,0,7,3,1,1,1,3,100,0,0,0,2,0,0,0,2.88,0,139,77000,2,False,False,False,False,True
0,22,2019,9,0,0,4,2,0,1,1,2,100,1,0,0,1,0,1,1,2.78,0,120,77000,2,False,True,False,True,False
0,22,2020,6,1,0,1,1,1,1,1,4,98,0,0,0,3,1,0,1,2.36,1,70,77000,2,True,False,False,True,False
0,21,2020,7,0,0,3,2,0,1,1,4,100,0,0,1,3,0,0,0,2.03,0,65,78000,2,False,True,False,False,True
0,25,2018,11,1,0,5,3,0,1,1,1,78,1,0,1,4,1,1,0,2.83,0,143,79000,2,True,False,False,False,True
0,20,2019,7,1,0,5,3,0,1,1,4,100,0,0,0,1,1,0,0,2.44,0,88,79000,2,False,False,False,False,True
1,20,2020,7,0,0,5,3,0,1,1,5,50,0,0,1,3,0,0,0,1.66,0,97,79000,2,False,True,False,False,True
1,21,2018,10,0,1,6,4,0,1,1,3,80,0,0,0,2,1,0,0,2.54,0,126,80000,2,False,False,False,False,True
